Name,JIF,Category,Keywords,Publisher
COORDINATION CHEMISTRY REVIEWS,20.3,"CHEMISTRY, INORGANIC & NUCLEAR|Q1|1/44","['COORDINATION', 'CHEMISTRY', 'REVIEWS', 'CHEMISTRY', 'INORGANIC', 'NUCLEAR|Q1|1/44']",Elsevier
Journal of Bioresources and Bioproducts,20.2,"MATERIALS SCIENCE, PAPER & WOOD|Q1|1/23","['Journal', 'Bioresources', 'Bioproducts', 'MATERIALS', 'SCIENCE', 'PAPER', 'WOOD|Q1|1/23']",Elsevier
Applied Catalysis B-Environment and Energy,20.2,"ENGINEERING, ENVIRONMENTAL|Q1|1/81","['Applied', 'Catalysis', 'B-Environment', 'Energy', 'ENGINEERING', 'ENVIRONMENTAL|Q1|1/81']",Elsevier
INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT,20.1,INFORMATION SCIENCE & LIBRARY SCIENCE|Q1|1/160,"['INTERNATIONAL', 'JOURNAL', 'INFORMATION', 'MANAGEMENT', 'INFORMATION', 'SCIENCE', 'LIBRARY', 'SCIENCE|Q1|1/160']",Elsevier
Cancer Communications,20.1,ONCOLOGY|Q1|14/322,"['Cancer', 'Communications', 'ONCOLOGY|Q1|14/322']",Springer
Lancet Child & Adolescent Health,19.9,PEDIATRICS|Q1|2/186,"['Lancet', 'Child', 'Adolescent', 'Health', 'PEDIATRICS|Q1|2/186']",Elsevier
Lancet Global Health,19.9,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q1|6/403","['Lancet', 'Global', 'Health', 'PUBLIC', 'ENVIRONMENTAL', 'OCCUPATIONAL', 'HEALTH|Q1|6/403']",Elsevier
Cell Stem Cell,19.8,CELL BIOLOGY|Q1|8/205,"['Cell', 'Stem', 'Cell', 'CELL', 'BIOLOGY|Q1|8/205']",Elsevier
ANNALS OF INTERNAL MEDICINE,19.6,"MEDICINE, GENERAL & INTERNAL|Q1|8/325","['ANNALS', 'INTERNAL', 'MEDICINE', 'MEDICINE', 'GENERAL', 'INTERNAL|Q1|8/325']",American College Of Physicians
Carbon Energy,19.5,NANOSCIENCE & NANOTECHNOLOGY|Q1|6/140,"['Carbon', 'Energy', 'NANOSCIENCE', 'NANOTECHNOLOGY|Q1|6/140']",Elsevier
AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,19.3,RESPIRATORY SYSTEM|Q1|3/100,"['AMERICAN', 'JOURNAL', 'RESPIRATORY', 'CRITICAL', 'CARE', 'MEDICINE', 'RESPIRATORY', 'SYSTEM|Q1|3/100']",American Thoracic Society
Kidney International Supplements,19.3,UROLOGY & NEPHROLOGY|Q1|3/126,"['Kidney', 'International', 'Supplements', 'UROLOGY', 'NEPHROLOGY|Q1|3/126']",Elsevier
ACADEMY OF MANAGEMENT REVIEW,19.3,MANAGEMENT|Q1|1/401,"['ACADEMY', 'MANAGEMENT', 'REVIEW', 'MANAGEMENT|Q1|1/401']",Academy Of Management
PHARMACOLOGICAL REVIEWS,19.3,PHARMACOLOGY & PHARMACY|Q1|2/354,"['PHARMACOLOGICAL', 'REVIEWS', 'PHARMACOLOGY', 'PHARMACY|Q1|2/354']",American Society For Pharmacology And Experimental Therapeutics
ACS Energy Letters,19.3,NANOSCIENCE & NANOTECHNOLOGY|Q1|7/140,"['ACS', 'Energy', 'Letters', 'NANOSCIENCE', 'NANOTECHNOLOGY|Q1|7/140']",American Chemical Society
Nature Chemistry,19.2,"CHEMISTRY, MULTIDISCIPLINARY|Q1|7/230","['Nature', 'Chemistry', 'CHEMISTRY', 'MULTIDISCIPLINARY|Q1|7/230']",Springer
Chem,19.1,"CHEMISTRY, MULTIDISCIPLINARY|Q1|8/230","['Chem', 'CHEMISTRY', 'MULTIDISCIPLINARY|Q1|8/230']",American Chemical Society
CLINICAL MICROBIOLOGY REVIEWS,19.0,MICROBIOLOGY|Q1|6/161,"['CLINICAL', 'MICROBIOLOGY', 'REVIEWS', 'MICROBIOLOGY|Q1|6/161']",American Society For Microbiology
REPORTS ON PROGRESS IN PHYSICS,19.0,"PHYSICS, MULTIDISCIPLINARY|Q1|4/110","['REPORTS', 'PROGRESS', 'PHYSICS', 'PHYSICS', 'MULTIDISCIPLINARY|Q1|4/110']",Iop Publishing
Nature Metabolism,18.9,ENDOCRINOLOGY & METABOLISM|Q1|5/186,"['Nature', 'Metabolism', 'ENDOCRINOLOGY', 'METABOLISM|Q1|5/186']",Elsevier
Energy Storage Materials,18.9,NANOSCIENCE & NANOTECHNOLOGY|Q1|8/140,"['Energy', 'Storage', 'Materials', 'NANOSCIENCE', 'NANOTECHNOLOGY|Q1|8/140']",Elsevier
Nature Machine Intelligence,18.8,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS|Q1|1/169","['Nature', 'Machine', 'Intelligence', 'COMPUTER', 'SCIENCE', 'INTERDISCIPLINARY', 'APPLICATIONS|Q1|1/169']",Springer
Science Bulletin,18.8,MULTIDISCIPLINARY SCIENCES|Q1|6/134,"['Science', 'Bulletin', 'MULTIDISCIPLINARY', 'SCIENCES|Q1|6/134']",Chinese Academy Of Sciences
SusMat,18.7,"MATERIALS SCIENCE, MULTIDISCIPLINARY|Q1|20/438","['SusMat', 'MATERIALS', 'SCIENCE', 'MULTIDISCIPLINARY|Q1|20/438']",Elsevier
PROGRESS IN RETINAL AND EYE RESEARCH,18.6,OPHTHALMOLOGY|Q1|1/95,"['PROGRESS', 'RETINAL', 'EYE', 'RESEARCH', 'OPHTHALMOLOGY|Q1|1/95']",Elsevier
Journal of Advanced Ceramics,18.6,"MATERIALS SCIENCE, CERAMICS|Q1|1/31","['Journal', 'Advanced', 'Ceramics', 'MATERIALS', 'SCIENCE', 'CERAMICS|Q1|1/31']",Elsevier
ADVANCED FUNCTIONAL MATERIALS,18.5,"PHYSICS, CONDENSED MATTER|Q1|5/79","['ADVANCED', 'FUNCTIONAL', 'MATERIALS', 'PHYSICS', 'CONDENSED', 'MATTER|Q1|5/79']",Wiley
Psychological Science in the Public Interest,18.2,"PSYCHOLOGY, MULTIDISCIPLINARY|Q1|2/218","['Psychological', 'Science', 'Public', 'Interest', 'PSYCHOLOGY', 'MULTIDISCIPLINARY|Q1|2/218']",Association For Psychological Science
Bioactive Materials,18.0,"MATERIALS SCIENCE, BIOMATERIALS|Q1|1/53","['Bioactive', 'Materials', 'MATERIALS', 'SCIENCE', 'BIOMATERIALS|Q1|1/53']",Elsevier
Annual Review of Clinical Psychology,17.8,"PSYCHOLOGY, CLINICAL|Q1|1/180","['Annual', 'Review', 'Clinical', 'Psychology', 'PSYCHOLOGY', 'CLINICAL|Q1|1/180']",Annual Reviews
Nature Physics,17.6,"PHYSICS, MULTIDISCIPLINARY|Q1|5/110","['Nature', 'Physics', 'PHYSICS', 'MULTIDISCIPLINARY|Q1|5/110']",Springer
Science Immunology,17.6,IMMUNOLOGY|Q1|6/181,"['Science', 'Immunology', 'IMMUNOLOGY|Q1|6/181']",American Association For The Advancement Of Science
PERIODONTOLOGY 2000,17.5,"DENTISTRY, ORAL SURGERY & MEDICINE|Q1|1/157","['PERIODONTOLOGY', '2000', 'DENTISTRY', 'ORAL', 'SURGERY', 'MEDICINE|Q1|1/157']",Wiley
PSYCHOLOGICAL BULLETIN,17.3,"PSYCHOLOGY, MULTIDISCIPLINARY|Q1|3/218","['PSYCHOLOGICAL', 'BULLETIN', 'PSYCHOLOGY', 'MULTIDISCIPLINARY|Q1|3/218']",American Psychological Association
Computational Visual Media,17.3,"COMPUTER SCIENCE, SOFTWARE ENGINEERING|Q1|1/131","['Computational', 'Visual', 'Media', 'COMPUTER', 'SCIENCE', 'SOFTWARE', 'ENGINEERING|Q1|1/131']",Acm
NATURE CELL BIOLOGY,17.3,CELL BIOLOGY|Q1|9/205,"['NATURE', 'CELL', 'BIOLOGY', 'CELL', 'BIOLOGY|Q1|9/205']",Springer
Matter,17.3,"MATERIALS SCIENCE, MULTIDISCIPLINARY|Q1|22/438","['Matter', 'MATERIALS', 'SCIENCE', 'MULTIDISCIPLINARY|Q1|22/438']",Springer
TRENDS IN PLANT SCIENCE,17.3,PLANT SCIENCES|Q1|2/265,"['TRENDS', 'PLANT', 'SCIENCE', 'PLANT', 'SCIENCES|Q1|2/265']",Elsevier
Advanced Fiber Materials,17.2,"MATERIALS SCIENCE, TEXTILES|Q1|1/29","['Advanced', 'Fiber', 'Materials', 'MATERIALS', 'SCIENCE', 'TEXTILES|Q1|1/29']",Elsevier
IEEE Reviews in Biomedical Engineering,17.2,"ENGINEERING, BIOMEDICAL|Q1|3/122","['IEEE', 'Reviews', 'Biomedical', 'Engineering', 'ENGINEERING', 'BIOMEDICAL|Q1|3/122']",Ieee
Molecular Plant,17.1,PLANT SCIENCES|Q1|3/265,"['Molecular', 'Plant', 'PLANT', 'SCIENCES|Q1|3/265']",American Society Of Plant Biologists
AMERICAN JOURNAL OF BIOETHICS,17.0,"SOCIAL SCIENCES, BIOMEDICAL|Q1|1/46","['AMERICAN', 'JOURNAL', 'BIOETHICS', 'SOCIAL', 'SCIENCES', 'BIOMEDICAL|Q1|1/46']",Wiley
Nature Aging,17.0,NEUROSCIENCES|Q1|5/310,"['Nature', 'Aging', 'NEUROSCIENCES|Q1|5/310']",Springer
EUROPEAN JOURNAL OF HEART FAILURE,16.9,CARDIAC & CARDIOVASCULAR SYSTEMS|Q1|5/220,"['EUROPEAN', 'JOURNAL', 'HEART', 'FAILURE', 'CARDIAC', 'CARDIOVASCULAR', 'SYSTEMS|Q1|5/220']",European Society Of Cardiology
Nature Reviews Psychology,16.8,"PSYCHOLOGY, MULTIDISCIPLINARY|Q1|4/218","['Nature', 'Reviews', 'Psychology', 'PSYCHOLOGY', 'MULTIDISCIPLINARY|Q1|4/218']",Springer
Wiley Interdisciplinary Reviews-Computational Molecular Science,16.8,MATHEMATICAL & COMPUTATIONAL BIOLOGY|Q1|1/65,"['Wiley', 'Interdisciplinary', 'Reviews-Computational', 'Molecular', 'Science', 'MATHEMATICAL', 'COMPUTATIONAL', 'BIOLOGY|Q1|1/65']",Wiley
Nano Energy,16.8,"PHYSICS, APPLIED|Q1|10/179","['Nano', 'Energy', 'PHYSICS', 'APPLIED|Q1|10/179']",Elsevier
INTERNATIONAL MATERIALS REVIEWS,16.8,"MATERIALS SCIENCE, MULTIDISCIPLINARY|Q1|24/438","['INTERNATIONAL', 'MATERIALS', 'REVIEWS', 'MATERIALS', 'SCIENCE', 'MULTIDISCIPLINARY|Q1|24/438']",Elsevier
Military Medical Research,16.7,"MEDICINE, GENERAL & INTERNAL|Q1|9/325","['Military', 'Medical', 'Research', 'MEDICINE', 'GENERAL', 'INTERNAL|Q1|9/325']",Wiley
TRENDS IN COGNITIVE SCIENCES,16.7,"PSYCHOLOGY, EXPERIMENTAL|Q1|2/99","['TRENDS', 'COGNITIVE', 'SCIENCES', 'PSYCHOLOGY', 'EXPERIMENTAL|Q1|2/99']",Elsevier
TRENDS IN ECOLOGY & EVOLUTION,16.7,GENETICS & HEREDITY|Q1|3/191,"['TRENDS', 'ECOLOGY', 'EVOLUTION', 'GENETICS', 'HEREDITY|Q1|3/191']",Elsevier
BEHAVIORAL AND BRAIN SCIENCES,16.6,"PSYCHOLOGY, BIOLOGICAL|Q1|1/18","['BEHAVIORAL', 'BRAIN', 'SCIENCES', 'PSYCHOLOGY', 'BIOLOGICAL|Q1|1/18']",Cambridge University Press
EUROPEAN RESPIRATORY JOURNAL,16.6,RESPIRATORY SYSTEM|Q1|4/100,"['EUROPEAN', 'RESPIRATORY', 'JOURNAL', 'RESPIRATORY', 'SYSTEM|Q1|4/100']",European Respiratory Society
NUCLEIC ACIDS RESEARCH,16.6,BIOCHEMISTRY & MOLECULAR BIOLOGY|Q1|6/313,"['NUCLEIC', 'ACIDS', 'RESEARCH', 'BIOCHEMISTRY', 'MOLECULAR', 'BIOLOGY|Q1|6/313']",Oxford University Press
CIRCULATION RESEARCH,16.5,PERIPHERAL VASCULAR DISEASE|Q1|2/96,"['CIRCULATION', 'RESEARCH', 'PERIPHERAL', 'VASCULAR', 'DISEASE|Q1|2/96']",American Heart Association
NEURO-ONCOLOGY,16.4,ONCOLOGY|Q1|15/322,"['NEURO-ONCOLOGY', 'ONCOLOGY|Q1|15/322']",Springer
ACCOUNTS OF CHEMICAL RESEARCH,16.4,"CHEMISTRY, MULTIDISCIPLINARY|Q1|12/230","['ACCOUNTS', 'CHEMICAL', 'RESEARCH', 'CHEMISTRY', 'MULTIDISCIPLINARY|Q1|12/230']",American Chemical Society
ACTA NUMERICA,16.3,MATHEMATICS|Q1|1/489,"['ACTA', 'NUMERICA', 'MATHEMATICS|Q1|1/489']",Oxford University Press
PSYCHOTHERAPY AND PSYCHOSOMATICS,16.3,PSYCHOLOGY|Q1|4/92,"['PSYCHOTHERAPY', 'PSYCHOSOMATICS', 'PSYCHOLOGY|Q1|4/92']",Springer
National Science Review,16.3,MULTIDISCIPLINARY SCIENCES|Q1|7/134,"['National', 'Science', 'Review', 'MULTIDISCIPLINARY', 'SCIENCES|Q1|7/134']",Science China Press
RENEWABLE & SUSTAINABLE ENERGY REVIEWS,16.3,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY|Q1|3/91,"['RENEWABLE', 'SUSTAINABLE', 'ENERGY', 'REVIEWS', 'GREEN', 'SUSTAINABLE', 'SCIENCE', 'TECHNOLOGY|Q1|3/91']",Elsevier
IEEE Geoscience and Remote Sensing Magazine,16.2,REMOTE SENSING|Q1|1/62,"['IEEE', 'Geoscience', 'Remote', 'Sensing', 'Magazine', 'REMOTE', 'SENSING|Q1|1/62']",Ieee
ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.1,"CHEMISTRY, MULTIDISCIPLINARY|Q1|13/230","['ANGEWANDTE', 'CHEMIE-INTERNATIONAL', 'EDITION', 'CHEMISTRY', 'MULTIDISCIPLINARY|Q1|13/230']",Wiley
Journal of Eastern European and Central Asian Research,1.6,ECONOMICS|Q2|273/597,"['Journal', 'Eastern', 'European', 'Central', 'Asian', 'Research', 'ECONOMICS|Q2|273/597']",Taylor & Francis
Journal of Low Power Electronics and Applications,1.6,"ENGINEERING, ELECTRICAL & ELECTRONIC|Q3|239/352","['Journal', 'Low', 'Power', 'Electronics', 'Applications', 'ENGINEERING', 'ELECTRICAL', 'ELECTRONIC|Q3|239/352']",Elsevier
JOURNAL OF SEISMOLOGY,1.6,GEOCHEMISTRY & GEOPHYSICS|Q3|55/101,"['JOURNAL', 'SEISMOLOGY', 'GEOCHEMISTRY', 'GEOPHYSICS|Q3|55/101']",Elsevier
Journal of Thermal Science and Engineering Applications,1.6,THERMODYNAMICS|Q3|50/76,"['Journal', 'Thermal', 'Science', 'Engineering', 'Applications', 'THERMODYNAMICS|Q3|50/76']",Taylor & Francis
Lymphatic Research and Biology,1.6,PHYSIOLOGY|Q4|68/85,"['Lymphatic', 'Research', 'Biology', 'PHYSIOLOGY|Q4|68/85']",Sage Publications
PACIFIC CONSERVATION BIOLOGY,1.6,ECOLOGY|Q3|130/195,"['PACIFIC', 'CONSERVATION', 'BIOLOGY', 'ECOLOGY|Q3|130/195']",Wiley
TOWN PLANNING REVIEW,1.6,URBAN STUDIES|Q3|44/77,"['TOWN', 'PLANNING', 'REVIEW', 'URBAN', 'STUDIES|Q3|44/77']",Liverpool University Press
ASSAY AND DRUG DEVELOPMENT TECHNOLOGIES,1.6,PHARMACOLOGY & PHARMACY|Q3|259/354,"['ASSAY', 'DRUG', 'DEVELOPMENT', 'TECHNOLOGIES', 'PHARMACOLOGY', 'PHARMACY|Q3|259/354']",Elsevier
ATMOSPHERE-OCEAN,1.6,OCEANOGRAPHY|Q3|41/65,"['ATMOSPHERE-OCEAN', 'OCEANOGRAPHY|Q3|41/65']",Taylor & Francis
Birth Defects Research,1.6,TOXICOLOGY|Q4|90/106,"['Birth', 'Defects', 'Research', 'TOXICOLOGY|Q4|90/106']",Wiley
CANADIAN JOURNAL OF PLANT PATHOLOGY,1.6,PLANT SCIENCES|Q3|138/265,"['CANADIAN', 'JOURNAL', 'PLANT', 'PATHOLOGY', 'PLANT', 'SCIENCES|Q3|138/265']",Canadian Phytopathological Society
CELESTIAL MECHANICS & DYNAMICAL ASTRONOMY,1.6,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS|Q3|70/135","['CELESTIAL', 'MECHANICS', 'DYNAMICAL', 'ASTRONOMY', 'MATHEMATICS', 'INTERDISCIPLINARY', 'APPLICATIONS|Q3|70/135']",Springer
Central European Public Administration Review,1.6,PUBLIC ADMINISTRATION|Q3|55/91,"['Central', 'European', 'Public', 'Administration', 'Review', 'PUBLIC', 'ADMINISTRATION|Q3|55/91']",Sciendo
CULTURAL GEOGRAPHIES,1.6,GEOGRAPHY|Q2|75/171,"['CULTURAL', 'GEOGRAPHIES', 'GEOGRAPHY|Q2|75/171']",Sage Publications
HEAT TRANSFER ENGINEERING,1.6,THERMODYNAMICS|Q3|50/76,"['HEAT', 'TRANSFER', 'ENGINEERING', 'THERMODYNAMICS|Q3|50/76']",Taylor & Francis
IEEE PERVASIVE COMPUTING,1.6,TELECOMMUNICATIONS|Q3|86/119,"['IEEE', 'PERVASIVE', 'COMPUTING', 'TELECOMMUNICATIONS|Q3|86/119']",Ieee
International Journal of Industrial Engineering Computations,1.6,OPERATIONS RESEARCH & MANAGEMENT SCIENCE|Q3|65/106,"['International', 'Journal', 'Industrial', 'Engineering', 'Computations', 'OPERATIONS', 'RESEARCH', 'MANAGEMENT', 'SCIENCE|Q3|65/106']",Elsevier
IRRIGATION AND DRAINAGE,1.6,WATER RESOURCES|Q3|90/127,"['IRRIGATION', 'DRAINAGE', 'WATER', 'RESOURCES|Q3|90/127']",Asce
JOURNAL OF NEAR INFRARED SPECTROSCOPY,1.6,SPECTROSCOPY|Q3|26/44,"['JOURNAL', 'NEAR', 'INFRARED', 'SPECTROSCOPY', 'SPECTROSCOPY|Q3|26/44']",Wiley
Journal of Signal Processing Systems for Signal Image and Video Technology,1.6,"ENGINEERING, ELECTRICAL & ELECTRONIC|Q3|239/352","['Journal', 'Signal', 'Processing', 'Systems', 'Signal', 'Image', 'Video', 'Technology', 'ENGINEERING', 'ELECTRICAL', 'ELECTRONIC|Q3|239/352']",Springer
PLANT MOLECULAR BIOLOGY REPORTER,1.6,PLANT SCIENCES|Q3|138/265,"['PLANT', 'MOLECULAR', 'BIOLOGY', 'REPORTER', 'PLANT', 'SCIENCES|Q3|138/265']",Springer
SOUTH AFRICAN JOURNAL OF ECONOMICS,1.6,ECONOMICS|Q2|273/597,"['SOUTH', 'AFRICAN', 'JOURNAL', 'ECONOMICS', 'ECONOMICS|Q2|273/597']",Oxford University Press
SYNAPSE,1.6,NEUROSCIENCES|Q4|261/310,"['SYNAPSE', 'NEUROSCIENCES|Q4|261/310']",Wiley
Traffic Injury Prevention,1.6,TRANSPORTATION|Q4|44/57,"['Traffic', 'Injury', 'Prevention', 'TRANSPORTATION|Q4|44/57']",Elsevier
CLINICAL EEG AND NEUROSCIENCE,1.6,PSYCHOLOGY|Q3|59/92,"['CLINICAL', 'EEG', 'NEUROSCIENCE', 'PSYCHOLOGY|Q3|59/92']",Elsevier
Conservation & Society,1.6,ENVIRONMENTAL STUDIES|Q4|140/182,"['Conservation', 'Society', 'ENVIRONMENTAL', 'STUDIES|Q4|140/182']",Sage Publications
ECONOMICA,1.6,ECONOMICS|Q2|273/597,"['ECONOMICA', 'ECONOMICS|Q2|273/597']",Wiley
Journal of Clinical Medicine Research-Canada,1.6,"MEDICINE, GENERAL & INTERNAL|Q2|124/325","['Journal', 'Clinical', 'Medicine', 'Research-Canada', 'MEDICINE', 'GENERAL', 'INTERNAL|Q2|124/325']",Wolters Kluwer
Journal of Electromagnetic Engineering and Science,1.6,"ENGINEERING, ELECTRICAL & ELECTRONIC|Q3|239/352","['Journal', 'Electromagnetic', 'Engineering', 'Science', 'ENGINEERING', 'ELECTRICAL', 'ELECTRONIC|Q3|239/352']",Hindawi
NEUROREPORT,1.6,NEUROSCIENCES|Q4|261/310,"['NEUROREPORT', 'NEUROSCIENCES|Q4|261/310']",Elsevier
SCANDINAVIAN JOURNAL OF GASTROENTEROLOGY,1.6,GASTROENTEROLOGY & HEPATOLOGY|Q3|106/143,"['SCANDINAVIAN', 'JOURNAL', 'GASTROENTEROLOGY', 'GASTROENTEROLOGY', 'HEPATOLOGY|Q3|106/143']",Wiley
ANALYTICAL LETTERS,1.6,"CHEMISTRY, ANALYTICAL|Q3|78/106","['ANALYTICAL', 'LETTERS', 'CHEMISTRY', 'ANALYTICAL|Q3|78/106']",Taylor & Francis
Biointerphases,1.6,"MATERIALS SCIENCE, BIOMATERIALS|Q4|47/53","['Biointerphases', 'MATERIALS', 'SCIENCE', 'BIOMATERIALS|Q4|47/53']",Wiley
Ethnobiology and Conservation,1.6,BIODIVERSITY CONSERVATION|Q3|40/74,"['Ethnobiology', 'Conservation', 'BIODIVERSITY', 'CONSERVATION|Q3|40/74']",Sage Publications
Journal of Mind and Medical Sciences,1.6,"MEDICINE, GENERAL & INTERNAL|Q2|124/325","['Journal', 'Mind', 'Medical', 'Sciences', 'MEDICINE', 'GENERAL', 'INTERNAL|Q2|124/325']",Wolters Kluwer
Journal of Transport and Land Use,1.6,TRANSPORTATION|Q4|44/57,"['Journal', 'Transport', 'Land', 'Use', 'TRANSPORTATION|Q4|44/57']",Taylor & Francis
Practice Periodical on Structural Design and Construction,1.6,"ENGINEERING, CIVIL|Q3|108/181","['Practice', 'Periodical', 'Structural', 'Design', 'Construction', 'ENGINEERING', 'CIVIL|Q3|108/181']",Asce
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART J-JOURNAL OF ENGINEERING TRIBOLOGY,1.6,"ENGINEERING, MECHANICAL|Q3|109/180","['PROCEEDINGS', 'INSTITUTION', 'MECHANICAL', 'ENGINEERS', 'PART', 'J-JOURNAL', 'ENGINEERING', 'TRIBOLOGY', 'ENGINEERING', 'MECHANICAL|Q3|109/180']",Ieee
Zdravstveno Varstvo,1.6,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q3|273/403","['Zdravstveno', 'Varstvo', 'PUBLIC', 'ENVIRONMENTAL', 'OCCUPATIONAL', 'HEALTH|Q3|273/403']",Slovenian Association Of Public Health
ANTICANCER RESEARCH,1.6,ONCOLOGY|Q4|253/322,"['ANTICANCER', 'RESEARCH', 'ONCOLOGY|Q4|253/322']",Taylor & Francis
AUSTRAL ECOLOGY,1.6,ECOLOGY|Q3|130/195,"['AUSTRAL', 'ECOLOGY', 'ECOLOGY|Q3|130/195']",Wiley
GEMS & GEMOLOGY,1.6,MINERALOGY|Q2|15/30,"['GEMS', 'GEMOLOGY', 'MINERALOGY|Q2|15/30']",Gemological Institute Of America
Genes & Genomics,1.6,GENETICS & HEREDITY|Q3|143/191,"['Genes', 'Genomics', 'GENETICS', 'HEREDITY|Q3|143/191']",Hindawi
Information Security Journal,1.6,"COMPUTER SCIENCE, INFORMATION SYSTEMS|Q3|168/249","['Information', 'Security', 'Journal', 'COMPUTER', 'SCIENCE', 'INFORMATION', 'SYSTEMS|Q3|168/249']",Taylor & Francis
International Journal of E-Planning Research,1.6,REGIONAL & URBAN PLANNING|Q4|45/54,"['International', 'Journal', 'E-Planning', 'Research', 'REGIONAL', 'URBAN', 'PLANNING|Q4|45/54']",Taylor & Francis
JOURNAL OF AMBULATORY CARE MANAGEMENT,1.6,HEALTH CARE SCIENCES & SERVICES|Q3|112/174,"['JOURNAL', 'AMBULATORY', 'CARE', 'MANAGEMENT', 'HEALTH', 'CARE', 'SCIENCES', 'SERVICES|Q3|112/174']",Wolters Kluwer
Journal of Electrical Engineering & Technology,1.6,"ENGINEERING, ELECTRICAL & ELECTRONIC|Q3|239/352","['Journal', 'Electrical', 'Engineering', 'Technology', 'ENGINEERING', 'ELECTRICAL', 'ELECTRONIC|Q3|239/352']",Elsevier
JOURNAL OF IMMUNOLOGICAL METHODS,1.6,IMMUNOLOGY|Q4|152/181,"['JOURNAL', 'IMMUNOLOGICAL', 'METHODS', 'IMMUNOLOGY|Q4|152/181']",Elsevier
NETWORKS & SPATIAL ECONOMICS,1.6,TRANSPORTATION SCIENCE & TECHNOLOGY|Q3|46/72,"['NETWORKS', 'SPATIAL', 'ECONOMICS', 'TRANSPORTATION', 'SCIENCE', 'TECHNOLOGY|Q3|46/72']",Springer
Organogenesis,1.6,"ENGINEERING, BIOMEDICAL|Q4|95/122","['Organogenesis', 'ENGINEERING', 'BIOMEDICAL|Q4|95/122']",Wiley
Cardiovascular Engineering and Technology,1.6,"ENGINEERING, BIOMEDICAL|Q4|95/122","['Cardiovascular', 'Engineering', 'Technology', 'ENGINEERING', 'BIOMEDICAL|Q4|95/122']",Springer
CHEMOECOLOGY,1.6,ECOLOGY|Q3|130/195,"['CHEMOECOLOGY', 'ECOLOGY|Q3|130/195']",Wiley
CURRENT THERAPEUTIC RESEARCH-CLINICAL AND EXPERIMENTAL,1.6,"MEDICINE, RESEARCH & EXPERIMENTAL|Q3|137/189","['CURRENT', 'THERAPEUTIC', 'RESEARCH-CLINICAL', 'EXPERIMENTAL', 'MEDICINE', 'RESEARCH', 'EXPERIMENTAL|Q3|137/189']",Elsevier
Journal of Clinical Virology Plus,1.6,VIROLOGY|Q4|33/41,"['Journal', 'Clinical', 'Virology', 'Plus', 'VIROLOGY|Q4|33/41']",Elsevier
Journal of Geophysics and Engineering,1.6,GEOCHEMISTRY & GEOPHYSICS|Q3|55/101,"['Journal', 'Geophysics', 'Engineering', 'GEOCHEMISTRY', 'GEOPHYSICS|Q3|55/101']",Elsevier
JOURNAL OF INTERVENTIONAL CARDIOLOGY,1.6,CARDIAC & CARDIOVASCULAR SYSTEMS|Q3|137/220,"['JOURNAL', 'INTERVENTIONAL', 'CARDIOLOGY', 'CARDIAC', 'CARDIOVASCULAR', 'SYSTEMS|Q3|137/220']",Elsevier
Journal of Medical and Biological Engineering,1.6,"ENGINEERING, BIOMEDICAL|Q4|95/122","['Journal', 'Medical', 'Biological', 'Engineering', 'ENGINEERING', 'BIOMEDICAL|Q4|95/122']",Emerald
Journal of Property Investment & Finance,1.6,"BUSINESS, FINANCE|Q3|125/231","['Journal', 'Property', 'Investment', 'Finance', 'BUSINESS', 'FINANCE|Q3|125/231']",Emerald
Scientific Drilling,1.6,"GEOSCIENCES, MULTIDISCIPLINARY|Q3|165/253","['Scientific', 'Drilling', 'GEOSCIENCES', 'MULTIDISCIPLINARY|Q3|165/253']",Springer
Transplant Immunology,1.6,TRANSPLANTATION|Q3|20/31,"['Transplant', 'Immunology', 'TRANSPLANTATION|Q3|20/31']",Oxford University Press
Accounting Perspectives,1.6,"BUSINESS, FINANCE|Q3|125/231","['Accounting', 'Perspectives', 'BUSINESS', 'FINANCE|Q3|125/231']",Elsevier
ACTA OPTICA SINICA,1.6,OPTICS|Q3|79/119,"['ACTA', 'OPTICA', 'SINICA', 'OPTICS|Q3|79/119']",Iop Publishing
CHINESE JOURNAL OF GEOPHYSICS-CHINESE EDITION,1.6,GEOCHEMISTRY & GEOPHYSICS|Q3|55/101,"['CHINESE', 'JOURNAL', 'GEOPHYSICS-CHINESE', 'EDITION', 'GEOCHEMISTRY', 'GEOPHYSICS|Q3|55/101']",Springer
ELECTRICAL ENGINEERING,1.6,"ENGINEERING, ELECTRICAL & ELECTRONIC|Q3|239/352","['ELECTRICAL', 'ENGINEERING', 'ENGINEERING', 'ELECTRICAL', 'ELECTRONIC|Q3|239/352']",Ieee
